dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.2999973795922646,1,xgboost,76324,25442,fraction,0.6760358362314852,0.001565490668447299,0.0944336091783034,clean held-out test set (no pre-training detector reused),0.5856261859582542,0.2041174037853355,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4000052408154709,1,logreg,76324,25442,fraction,0.5957037625590197,0.0014863077604982862,0.09802227282447823,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.41438127090301013,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4000052408154709,1,xgboost,76324,25442,fraction,0.6772894610413787,0.002810624820396879,0.09431269567141368,clean held-out test set (no pre-training detector reused),0.5630929791271347,0.20613779010363453,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,2,logreg,76324,25442,fraction,0.6394700806610051,0.002429183478795948,0.09620687459323737,clean held-out test set (no pre-training detector reused),0.4366197183098592,0.30588028169014086,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,2,xgboost,76324,25442,fraction,0.6730781107290508,0.0020850863426756226,0.09455453364981793,clean held-out test set (no pre-training detector reused),0.4964788732394366,0.2850489045383412,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,2,logreg,76324,25442,fraction,0.6124729910434511,0.0028229858256253963,0.09737091417491746,clean held-out test set (no pre-training detector reused),0.29929577464788737,0.40722596448254744,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,2,xgboost,76324,25442,fraction,0.6729680279935534,0.003379514565554881,0.09450166940226416,clean held-out test set (no pre-training detector reused),0.5387323943661972,0.2550176056338028,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,2,logreg,76324,25442,fraction,0.606881305456574,0.003217636088928732,0.0975927425635673,clean held-out test set (no pre-training detector reused),0.31338028169014087,0.39178276178812,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,2,xgboost,76324,25442,fraction,0.6736996558683409,0.002274608703508944,0.09456375340278213,clean held-out test set (no pre-training detector reused),0.5140845070422535,0.27119327073552424,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,2,logreg,76324,25442,fraction,0.6033252933769573,0.0029162163086585598,0.09769471105744928,clean held-out test set (no pre-training detector reused),0.31690140845070425,0.3844874804381846,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,2,xgboost,76324,25442,fraction,0.6722967710866762,0.0021467374526771073,0.09466790021458464,clean held-out test set (no pre-training detector reused),0.5422535211267605,0.24121870109546173,12.0
