dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,3,content_safety,label_integrity,0.19519031249949542,76324,8530,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.05,0.04999737959226456,3,physical_safety,measurement_range_violation,0.04999737959226456,76324,3816,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,3,physical_safety,safety_critical_edge_case_coverage,0.084,76324,290,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,3,content_safety,label_integrity,0.19527845684894587,76324,8519,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.1,0.09999475918452912,3,physical_safety,measurement_range_violation,0.09999475918452912,76324,7632,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,3,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,3,content_safety,label_integrity,0.19544890374426727,76324,8518,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.2,0.20000262040773545,3,physical_safety,measurement_range_violation,0.20000262040773545,76324,15265,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,3,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,3,content_safety,label_integrity,0.19547112304983436,76324,8518,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.3,0.2999973795922646,3,physical_safety,measurement_range_violation,0.2999973795922646,76324,22897,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,3,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,3,content_safety,label_integrity,0.19557191181736874,76324,8518,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.4,0.4000052408154709,3,physical_safety,measurement_range_violation,0.4000052408154709,76324,30530,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,3,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
