dataset,injector,targets_subdimension,dose,seed,realized_dose,pretraining_score,threshold,risk_level,modality,context,targets_subdimension_post,dimension,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored,evaluator_independent_of_pretraining_detector,harm_threshold,downstream_emh,downstream_harm_probability,downstream_mean_harm,n_prompts,n_generations
german_credit,label_flip,label_integrity,0.03,0,0.0293333333333333,0.3484717960161794,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7468952380952381,0.10493126577418296,0.18265769623983766,clean held-out test set (no pre-training detector reused),0.6428571428571428,0.12996031746031755,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,0,0.0506666666666666,0.3616734556806576,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7722666666666667,0.05785423563752395,0.1726734792434403,clean held-out test set (no pre-training detector reused),0.7100840336134454,0.10737628384687203,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,0,0.0506666666666666,0.3616734556806576,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7436190476190476,0.07596893314644694,0.17877876467674503,clean held-out test set (no pre-training detector reused),0.6218487394957983,0.1618814192343604,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,0,0.1,0.3736254066338921,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7756952380952381,0.07784051544407349,0.16893876921253317,clean held-out test set (no pre-training detector reused),0.7647058823529411,0.04481792717086841,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,0,0.1,0.3736254066338921,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7129904761904762,0.10850359766697512,0.19829112729996784,clean held-out test set (no pre-training detector reused),0.6688311688311689,0.06033549783549774,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,0,0.2,0.4385835931289101,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7015619047619047,0.07962070993310205,0.1950216390668151,clean held-out test set (no pre-training detector reused),0.5714285714285714,0.17559523809523814,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,0,0.2,0.4385835931289101,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6377904761904762,0.11890610473230483,0.22379403610227508,clean held-out test set (no pre-training detector reused),0.5630252100840336,0.1234827264239029,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,0,0.3,0.4724371382162104,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7264,0.11437727255833613,0.19471642913002052,clean held-out test set (no pre-training detector reused),0.7410714285714286,0.031655844155844104,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,0,0.3,0.4724371382162104,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.5347809523809524,0.17786315035074948,0.2647768349823216,clean held-out test set (no pre-training detector reused),0.4831932773109244,0.0912114845938376,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,0,0.4,0.4853134662851895,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6027428571428571,0.19490650716731403,0.24886935205799143,clean held-out test set (no pre-training detector reused),0.5129870129870131,0.16856060606060597,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,0,0.4,0.4853134662851895,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6129523809523809,0.21129566171765327,0.2540113182223991,clean held-out test set (no pre-training detector reused),0.5346320346320346,0.11318542568542578,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,1,0.0,0.3087041517547355,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7891047619047619,0.07739500909516561,0.16939314698575889,clean held-out test set (no pre-training detector reused),0.7904761904761906,0.08644688644688647,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,1,0.0,0.3087041517547355,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7904,0.08267878722422756,0.1717463770151465,clean held-out test set (no pre-training detector reused),0.7964497041420118,0.030534422842115272,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,1,0.0293333333333333,0.3262958587659275,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7760000000000001,0.0821885852287273,0.17383966252197566,clean held-out test set (no pre-training detector reused),0.7761904761904762,0.0924485770639617,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,1,0.0293333333333333,0.3262958587659275,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7891047619047619,0.07752789344871415,0.16922609454297735,clean held-out test set (no pre-training detector reused),0.8390532544378698,0.018089602704987384,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,1,0.0506666666666666,0.346038920456019,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7648761904761905,0.0490904428005773,0.17598661711985533,clean held-out test set (no pre-training detector reused),0.7777777777777778,0.06837606837606836,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,1,0.0506666666666666,0.346038920456019,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7792,0.08245319389179348,0.1702833256889701,clean held-out test set (no pre-training detector reused),0.7278106508875739,0.16229923922231626,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,1,0.1,0.4009400303716274,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.730895238095238,0.08619160846097008,0.1904183047297022,clean held-out test set (no pre-training detector reused),0.7095238095238096,0.09520991828684144,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,1,0.1,0.4009400303716274,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7491047619047619,0.07799574647285043,0.1815317366698177,clean held-out test set (no pre-training detector reused),0.7507936507936508,0.051404151404151444,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,1,0.2,0.4226013688816597,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7830095238095238,0.10977542677613886,0.18234884510316876,clean held-out test set (no pre-training detector reused),0.738095238095238,0.14474499859115242,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,1,0.2,0.4226013688816597,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7658666666666667,0.0964325610399246,0.17829799722122464,clean held-out test set (no pre-training detector reused),0.7242603550295859,0.11090448013524934,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,1,0.3,0.4787799070357084,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6889142857142857,0.1448944529009206,0.21293749008611618,clean held-out test set (no pre-training detector reused),0.7238095238095238,0.05962242885319813,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,1,0.3,0.4787799070357084,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6412190476190476,0.1614550427850336,0.23304876043129058,clean held-out test set (no pre-training detector reused),0.6142011834319526,0.15502958579881665,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,1,0.4,0.4893038644918955,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6473904761904762,0.14950496634236363,0.22377492840646884,clean held-out test set (no pre-training detector reused),0.5604395604395604,0.17448107448107453,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,1,0.4,0.4893038644918955,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.5540571428571428,0.1946668831855059,0.2641157637459088,clean held-out test set (no pre-training detector reused),0.5201465201465202,0.1512820512820512,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,2,0.0,0.316807656935905,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7609142857142858,0.08076451236633456,0.17691248204051446,clean held-out test set (no pre-training detector reused),0.74,0.06905752753977967,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,2,0.0,0.316807656935905,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7735619047619048,0.11325770493992604,0.17975877021140138,clean held-out test set (no pre-training detector reused),0.6727272727272727,0.16815400022254368,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,2,0.0293333333333333,0.3359000537788135,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7568,0.06599601089835294,0.1765887009738522,clean held-out test set (no pre-training detector reused),0.7318181818181818,0.04296761989540443,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,2,0.0293333333333333,0.3359000537788135,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7472,0.1064966485351324,0.18304636951642428,clean held-out test set (no pre-training detector reused),0.6363636363636364,0.15800600867920334,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,2,0.0506666666666666,0.3343224653450113,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7631238095238095,0.05872544091583751,0.175039204153801,clean held-out test set (no pre-training detector reused),0.7309090909090908,0.0671325247579837,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,2,0.0506666666666666,0.3343224653450113,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7649523809523809,0.10185696794185788,0.18125804512721935,clean held-out test set (no pre-training detector reused),0.6727272727272727,0.1277623233559586,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,2,0.1,0.3939568695519598,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7300571428571428,0.07814192042418427,0.18671850188707304,clean held-out test set (no pre-training detector reused),0.7018181818181819,0.07786358072771771,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,2,0.1,0.3939568695519598,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7105523809523809,0.10308715400844813,0.19820153909296476,clean held-out test set (no pre-training detector reused),0.5181818181818182,0.28230777790141315,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,2,0.2,0.4361604500015719,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7539047619047619,0.07005289887196049,0.1792851389656365,clean held-out test set (no pre-training detector reused),0.7372727272727273,0.049090909090909074,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,2,0.2,0.4361604500015719,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.718552380952381,0.08077876935899259,0.18785908003422747,clean held-out test set (no pre-training detector reused),0.5909090909090908,0.19611661288527882,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,2,0.3,0.4770463719742167,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.700952380952381,0.13733825599745542,0.20845964097454794,clean held-out test set (no pre-training detector reused),0.6281818181818182,0.14660398353176807,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,2,0.3,0.4770463719742167,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6467047619047619,0.15305789306387305,0.22501043437412,clean held-out test set (no pre-training detector reused),0.5181818181818182,0.15011683542895293,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,2,0.4,0.5054209634927491,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6210285714285714,0.1607230953562248,0.22920105190853116,clean held-out test set (no pre-training detector reused),0.5709090909090909,0.10718148436630681,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,2,0.4,0.5054209634927491,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6209523809523809,0.17485943954437969,0.24476372599385784,clean held-out test set (no pre-training detector reused),0.4363636363636363,0.32740625347724495,3.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,3,0.0,0.3144201522808914,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7828571428571429,0.06032472625532601,0.16712712266009214,clean held-out test set (no pre-training detector reused),0.7474120082815735,0.050907319449518984,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,3,0.0,0.3144201522808914,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7699809523809524,0.08226491963351144,0.17364471218340075,clean held-out test set (no pre-training detector reused),0.7422360248447205,0.10370235050541954,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,3,0.0293333333333333,0.3402617114322036,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7770666666666667,0.06870584036109362,0.1688971685005978,clean held-out test set (no pre-training detector reused),0.7318840579710145,0.014147688060731523,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,3,0.0293333333333333,0.3402617114322036,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7222857142857143,0.0846316469218582,0.1899509286702669,clean held-out test set (no pre-training detector reused),0.6459627329192547,0.12901392441034387,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,3,0.0506666666666666,0.3546204498342551,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7625904761904762,0.06608443262720957,0.1713286746603257,clean held-out test set (no pre-training detector reused),0.6966873706004141,0.13898022977306868,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,3,0.0506666666666666,0.3546204498342551,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7241142857142857,0.09317271250300109,0.1897850306340906,clean held-out test set (no pre-training detector reused),0.7370600414078675,0.0705963544838224,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,3,0.1,0.3807868376665125,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7763809523809524,0.08791885049346436,0.17128772684762675,clean held-out test set (no pre-training detector reused),0.7391304347826088,0.011569845329436057,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,3,0.1,0.3807868376665125,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7275428571428572,0.08687179762870073,0.18808867091402925,clean held-out test set (no pre-training detector reused),0.7194616977225673,0.016299273332521458,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,3,0.2,0.4310765975093157,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7347809523809524,0.09254505778175674,0.18953324072624173,clean held-out test set (no pre-training detector reused),0.6925465838509316,0.13938618925831203,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,3,0.2,0.4310765975093157,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6663619047619047,0.13966301637887954,0.21557212482530888,clean held-out test set (no pre-training detector reused),0.6345755693581779,0.06196971542240093,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,3,0.3,0.4754401382445315,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6971428571428571,0.15519435565328035,0.21190961228766753,clean held-out test set (no pre-training detector reused),0.5900621118012421,0.11021800024357575,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,3,0.3,0.4754401382445315,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.6352761904761904,0.15847333449870346,0.22960481117562753,clean held-out test set (no pre-training detector reused),0.5947712418300655,0.00046685340802976594,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,3,0.4,0.4824698507992507,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.5960380952380951,0.18824260000752305,0.24254155895515192,clean held-out test set (no pre-training detector reused),0.5579710144927537,0.1040271180936142,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,3,0.4,0.4824698507992507,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.5632761904761905,0.1925813013762236,0.27051013836145477,clean held-out test set (no pre-training detector reused),0.5175983436853002,0.11638858441927502,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,4,0.0,0.3207494633799859,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7735619047619049,0.0512879745803525,0.17246571957988965,clean held-out test set (no pre-training detector reused),0.7747641509433962,0.010950134770889575,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.0,4,0.0,0.3207494633799859,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7880380952380952,0.08629479375295342,0.17108031341340013,clean held-out test set (no pre-training detector reused),0.7983490566037735,0.0781390386343217,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,4,0.0293333333333333,0.3460457327599738,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7730285714285715,0.06432453559853304,0.17171115496664044,clean held-out test set (no pre-training detector reused),0.7747641509433962,0.012438230008984696,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.03,4,0.0293333333333333,0.3460457327599738,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7630476190476191,0.09339993556030096,0.18211937245157275,clean held-out test set (no pre-training detector reused),0.7393867924528302,0.1237084456424079,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,4,0.0506666666666666,0.3568011585321881,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7490285714285714,0.03578684760419574,0.17878645898872816,clean held-out test set (no pre-training detector reused),0.7511792452830188,0.013701707097933502,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.05,4,0.0506666666666666,0.3568011585321881,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.7662476190476191,0.07944379881024362,0.17807632774361198,clean held-out test set (no pre-training detector reused),0.7558962264150944,0.09975853548966751,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,4,0.1,0.3909451818996433,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.772952380952381,0.07528888624276285,0.17417967752419178,clean held-out test set (no pre-training detector reused),0.7983490566037736,0.0037342767295597268,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.1,4,0.1,0.3909451818996433,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.748647619047619,0.10118988821003586,0.18430167385148025,clean held-out test set (no pre-training detector reused),0.7782738095238095,2.807726864328952e-05,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,4,0.2,0.4369895487253695,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.7616761904761905,0.10411275484777954,0.1845816014461105,clean held-out test set (no pre-training detector reused),0.7857142857142857,0.05272911051212936,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.2,4,0.2,0.4369895487253695,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.707352380952381,0.094536241594702,0.2023122180199751,clean held-out test set (no pre-training detector reused),0.7916666666666666,0.010220125786163492,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,4,0.3,0.4793897963401949,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6317714285714287,0.12381141742797128,0.21748474160138015,clean held-out test set (no pre-training detector reused),0.6473214285714286,0.024848382749326103,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.3,4,0.3,0.4793897963401949,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.5685333333333333,0.1701117821782827,0.24810351686329046,clean held-out test set (no pre-training detector reused),0.5163690476190477,0.03669699011680139,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,4,0.4,0.4997541195050979,0.1,medium,tabular,loan_finance,label_integrity,content_safety,logreg,750.0,250.0,fraction,0.6809142857142858,0.1618142846130556,0.21947072782175417,clean held-out test set (no pre-training detector reused),0.712797619047619,0.043098607367475394,2.0,,,,,,,
german_credit,label_flip,label_integrity,0.4,4,0.4,0.4997541195050979,0.1,medium,tabular,loan_finance,label_integrity,content_safety,xgboost,750.0,250.0,fraction,0.5558095238095239,0.21045980457961558,0.27244396401203697,clean held-out test set (no pre-training detector reused),0.5342261904761905,0.13558513027852648,2.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.0,0,0.0,0.2833333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7954285714285715,0.08071770514694288,0.16646575608556138,clean held-out test set (no pre-training detector reused),0.777056277056277,0.050674815380697735,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.0,0,0.0,0.2833333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7779047619047619,0.10128037218353712,0.17457983527022133,clean held-out test set (no pre-training detector reused),0.722943722943723,0.05681818181818166,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.03,0,0.034090909090909,0.2873333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.796495238095238,0.07725557493031185,0.16621115764985347,clean held-out test set (no pre-training detector reused),0.7792207792207793,0.04851031321619548,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.03,0,0.034090909090909,0.2873333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7754666666666667,0.10298136194143447,0.17402791040482646,clean held-out test set (no pre-training detector reused),0.696969696969697,0.08477633477633473,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.05,0,0.0454545454545454,0.2886666666666667,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7950476190476191,0.07625045552405277,0.16673092131610462,clean held-out test set (no pre-training detector reused),0.7813852813852814,0.05054749172396222,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.05,0,0.0454545454545454,0.2886666666666667,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7704380952380954,0.09152873538667337,0.17930242667201945,clean held-out test set (no pre-training detector reused),0.7100840336134453,0.08654295051353889,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.1,0,0.1022727272727272,0.2953333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7934476190476191,0.08447313880908214,0.16909836723221452,clean held-out test set (no pre-training detector reused),0.777056277056277,0.04834054834054846,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.1,0,0.1022727272727272,0.2953333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7584,0.10535344147402792,0.18219884113771118,clean held-out test set (no pre-training detector reused),0.6680672268907563,0.09482959850606909,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.2,0,0.2045454545454545,0.3073333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7976380952380951,0.08205866274698827,0.166196377619246,clean held-out test set (no pre-training detector reused),0.7835497835497836,0.044181308887191184,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.2,0,0.2045454545454545,0.3073333333333333,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7820952380952381,0.09289762532769237,0.1716986302937986,clean held-out test set (no pre-training detector reused),0.676470588235294,0.13801353874883293,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.3,0,0.2954545454545454,0.318,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7988571428571428,0.07065819481523211,0.16368990995568472,clean held-out test set (no pre-training detector reused),0.7857142857142857,0.04621848739495804,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.3,0,0.2954545454545454,0.318,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7776,0.09481331383460201,0.17105137170076729,clean held-out test set (no pre-training detector reused),0.7207792207792207,0.08973665223665228,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.4,0,0.3977272727272727,0.3299999999999999,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7883428571428571,0.08003690344813416,0.16953224185911214,clean held-out test set (no pre-training detector reused),0.7554112554112554,0.05131143366437485,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.4,0,0.3977272727272727,0.3299999999999999,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7733333333333332,0.0898370739328675,0.17845090358212967,clean held-out test set (no pre-training detector reused),0.6932773109243697,0.09243697478991597,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.0,1,0.0,0.278,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7891047619047619,0.07739500909516561,0.16939314698575889,clean held-out test set (no pre-training detector reused),0.7904761904761906,0.08644688644688647,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.0,1,0.0,0.278,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7904,0.08267878722422756,0.1717463770151465,clean held-out test set (no pre-training detector reused),0.7964497041420118,0.030534422842115272,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.03,1,0.0240963855421686,0.2806666666666667,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7894857142857143,0.06876354595730974,0.16927711191605038,clean held-out test set (no pre-training detector reused),0.7904761904761906,0.08526345449422368,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.03,1,0.0240963855421686,0.2806666666666667,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7926857142857143,0.08330385159514844,0.16915593687588618,clean held-out test set (no pre-training detector reused),0.8035502958579882,0.01696252465483228,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.05,1,0.0481927710843373,0.2833333333333334,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7887238095238096,0.06291506851187273,0.16957245229057674,clean held-out test set (no pre-training detector reused),0.7841269841269841,0.09161266084343023,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.05,1,0.0481927710843373,0.2833333333333334,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,xgboost,750.0,250.0,fraction,0.7908571428571428,0.08447586894733831,0.16958771886269733,clean held-out test set (no pre-training detector reused),0.7881656804733728,0.08362919132149904,3.0,,,,,,,
german_credit,subgroup_dropout,representation_imbalance,0.1,1,0.0963855421686747,0.2886666666666667,0.2,medium,tabular,loan_finance,representation_imbalance,content_safety,logreg,750.0,250.0,fraction,0.7865142857142857,0.07976664586505752,0.1705758594747982,clean held-out test set (no pre-training detector reused),0.7936507936507937,0.07853855546163235,3.0,,,,,,,
