dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,2,logreg,750,250,fraction,0.7631238095238095,0.05872544091583751,0.175039204153801,clean held-out test set (no pre-training detector reused),0.7309090909090908,0.0671325247579837,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,2,xgboost,750,250,fraction,0.7649523809523809,0.10185696794185788,0.18125804512721935,clean held-out test set (no pre-training detector reused),0.6727272727272727,0.1277623233559586,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,2,logreg,750,250,fraction,0.7300571428571428,0.07814192042418427,0.18671850188707304,clean held-out test set (no pre-training detector reused),0.7018181818181819,0.07786358072771771,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,2,xgboost,750,250,fraction,0.7105523809523809,0.10308715400844813,0.19820153909296476,clean held-out test set (no pre-training detector reused),0.5181818181818182,0.28230777790141315,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,2,logreg,750,250,fraction,0.7539047619047619,0.07005289887196049,0.1792851389656365,clean held-out test set (no pre-training detector reused),0.7372727272727273,0.049090909090909074,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,2,xgboost,750,250,fraction,0.718552380952381,0.08077876935899259,0.18785908003422747,clean held-out test set (no pre-training detector reused),0.5909090909090908,0.19611661288527882,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,2,logreg,750,250,fraction,0.700952380952381,0.13733825599745542,0.20845964097454794,clean held-out test set (no pre-training detector reused),0.6281818181818182,0.14660398353176807,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,2,xgboost,750,250,fraction,0.6467047619047619,0.15305789306387305,0.22501043437412,clean held-out test set (no pre-training detector reused),0.5181818181818182,0.15011683542895293,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,2,logreg,750,250,fraction,0.6210285714285714,0.1607230953562248,0.22920105190853116,clean held-out test set (no pre-training detector reused),0.5709090909090909,0.10718148436630681,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,2,xgboost,750,250,fraction,0.6209523809523809,0.17485943954437969,0.24476372599385784,clean held-out test set (no pre-training detector reused),0.4363636363636363,0.32740625347724495,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,3,logreg,750,250,fraction,0.7828571428571429,0.06032472625532601,0.16712712266009214,clean held-out test set (no pre-training detector reused),0.7474120082815735,0.050907319449518984,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,3,xgboost,750,250,fraction,0.7699809523809524,0.08226491963351144,0.17364471218340075,clean held-out test set (no pre-training detector reused),0.7422360248447205,0.10370235050541954,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,3,logreg,750,250,fraction,0.7770666666666667,0.06870584036109362,0.1688971685005978,clean held-out test set (no pre-training detector reused),0.7318840579710145,0.014147688060731523,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,3,xgboost,750,250,fraction,0.7222857142857143,0.0846316469218582,0.1899509286702669,clean held-out test set (no pre-training detector reused),0.6459627329192547,0.12901392441034387,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,3,logreg,750,250,fraction,0.7625904761904762,0.06608443262720957,0.1713286746603257,clean held-out test set (no pre-training detector reused),0.6966873706004141,0.13898022977306868,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,3,xgboost,750,250,fraction,0.7241142857142857,0.09317271250300109,0.1897850306340906,clean held-out test set (no pre-training detector reused),0.7370600414078675,0.0705963544838224,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,3,logreg,750,250,fraction,0.7763809523809524,0.08791885049346436,0.17128772684762675,clean held-out test set (no pre-training detector reused),0.7391304347826088,0.011569845329436057,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,3,xgboost,750,250,fraction,0.7275428571428572,0.08687179762870073,0.18808867091402925,clean held-out test set (no pre-training detector reused),0.7194616977225673,0.016299273332521458,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,3,logreg,750,250,fraction,0.7347809523809524,0.09254505778175674,0.18953324072624173,clean held-out test set (no pre-training detector reused),0.6925465838509316,0.13938618925831203,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,3,xgboost,750,250,fraction,0.6663619047619047,0.13966301637887954,0.21557212482530888,clean held-out test set (no pre-training detector reused),0.6345755693581779,0.06196971542240093,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,3,logreg,750,250,fraction,0.6971428571428571,0.15519435565328035,0.21190961228766753,clean held-out test set (no pre-training detector reused),0.5900621118012421,0.11021800024357575,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,3,xgboost,750,250,fraction,0.6352761904761904,0.15847333449870346,0.22960481117562753,clean held-out test set (no pre-training detector reused),0.5947712418300655,0.00046685340802976594,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,3,logreg,750,250,fraction,0.5960380952380951,0.18824260000752305,0.24254155895515192,clean held-out test set (no pre-training detector reused),0.5579710144927537,0.1040271180936142,2.0
